<c00></c00><c01>1</c01><c02>Tache numéro 1</c02><c03>1</c03><c04>02/01/06</c04><c05>02/01/06</c05><c06>02/01/06</c06><c07>02/01/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>  120.00</c18><c19>    0.00</c19><c20></c20><c21>02/01/06</c21><c22>02/01/06</c22><c23>1</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>0</c38><c39>0</c39><c40></c40><c41>PH-01---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 1-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>2</c01><c02>Tache numéro 2</c02><c03>4</c03><c04>03/01/06</c04><c05>06/01/06</c05><c06>03/01/06</c06><c07>06/01/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>  155.00</c18><c19>    0.00</c19><c20></c20><c21>03/01/06</c21><c22>06/01/06</c22><c23>4</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>1</c38><c39>4</c39><c40></c40><c41>PH-01---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 1-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>3</c01><c02>Tache numéro 3</c02><c03>5</c03><c04>09/01/06</c04><c05>13/01/06</c05><c06>09/01/06</c06><c07>13/01/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>  100.00</c19><c20></c20><c21>09/01/06</c21><c22>13/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>7</c38><c39>11</c39><c40></c40><c41>PH-01---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 1-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>4</c01><c02>Tache numéro 4</c02><c03>5</c03><c04>16/01/06</c04><c05>20/01/06</c05><c06>16/01/06</c06><c07>20/01/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>   45.00</c18><c19>    0.00</c19><c20></c20><c21>16/01/06</c21><c22>20/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>14</c38><c39>18</c39><c40></c40><c41>PH-02---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 2-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>5</c01><c02>Tache numéro 5</c02><c03>5</c03><c04>23/01/06</c04><c05>27/01/06</c05><c06>23/01/06</c06><c07>27/01/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>  200.00</c19><c20></c20><c21>23/01/06</c21><c22>27/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>21</c38><c39>25</c39><c40></c40><c41>PH-02---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 2-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>6</c01><c02>Tache numéro 6</c02><c03>5</c03><c04>30/01/06</c04><c05>03/02/06</c05><c06>30/01/06</c06><c07>03/02/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>  125.00</c18><c19>    0.00</c19><c20></c20><c21>30/01/06</c21><c22>03/02/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>28</c38><c39>32</c39><c40></c40><c41>PH-03---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 3 -</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>7</c01><c02>Tache numéro 7</c02><c03>5</c03><c04>06/02/06</c04><c05>10/02/06</c05><c06>06/02/06</c06><c07>10/02/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>06/02/06</c21><c22>10/02/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>35</c38><c39>39</c39><c40></c40><c41>PH-03---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 3 -</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>8</c01><c02>Tache numéro 8</c02><c03>7</c03><c04>13/02/06</c04><c05>21/02/06</c05><c06>13/02/06</c06><c07>21/02/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>13/02/06</c21><c22>21/02/06</c22><c23>7</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>42</c38><c39>50</c39><c40></c40><c41>PH-04---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 4-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>9</c01><c02>Tache numéro 9</c02><c03>7</c03><c04>22/02/06</c04><c05>02/03/06</c05><c06>22/02/06</c06><c07>02/03/06</c07><c08>0</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>  200.00</c18><c19>    0.00</c19><c20></c20><c21>22/02/06</c21><c22>02/03/06</c22><c23>7</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>51</c38><c39>59</c39><c40></c40><c41>PH-04---</c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51>PHASE 4-</c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>10</c01><c02>Tache numéro 10</c02><c03>10</c03><c04>09/01/06</c04><c05>20/01/06</c05><c06>16/01/06</c06><c07>27/01/06</c07><c08>5</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>09/01/06</c21><c22>20/01/06</c22><c23>10</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>7</c38><c39>18</c39><c40></c40><c41></c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51></c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>11</c01><c02>Tache numéro 11</c02><c03>5</c03><c04>09/01/06</c04><c05>13/01/06</c05><c06>16/01/06</c06><c07>20/01/06</c07><c08>5</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>09/01/06</c21><c22>13/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>7</c38><c39>11</c39><c40></c40><c41></c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51></c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>12</c01><c02>Tache numéro 12</c02><c03>5</c03><c04>16/01/06</c04><c05>20/01/06</c05><c06>23/01/06</c06><c07>27/01/06</c07><c08>5</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>16/01/06</c21><c22>20/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>14</c38><c39>18</c39><c40></c40><c41></c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51></c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>13</c01><c02>Tache numéro 13</c02><c03>10</c03><c04>16/01/06</c04><c05>27/01/06</c05><c06>23/01/06</c06><c07>03/02/06</c07><c08>5</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>16/01/06</c21><c22>27/01/06</c22><c23>10</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>14</c38><c39>25</c39><c40></c40><c41></c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51></c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
<c00></c00><c01>14</c01><c02>Tache numéro 14</c02><c03>5</c03><c04>16/01/06</c04><c05>20/01/06</c05><c06>23/01/06</c06><c07>27/01/06</c07><c08>5</c08><c09></c09><c10>1</c10><c11></c11><c12></c12><c13></c13><c14></c14><c15></c15><c16></c16><c17></c17><c18>    0.00</c18><c19>    0.00</c19><c20></c20><c21>16/01/06</c21><c22>20/01/06</c22><c23>5</c23><c24></c24><c25></c25><c26></c26><c27></c27><c28></c28><c29></c29><c30></c30><c31></c31><c32></c32><c33></c33><c34></c34><c35></c35><c36></c36><c37></c37><c38>14</c38><c39>18</c39><c40></c40><c41></c41><c42></c42><c43></c43><c44></c44><c45></c45><c46></c46><c47></c47><c48></c48><c49></c49><c50></c50><c51></c51><c52></c52><c53></c53><c54></c54><c55></c55><c56></c56><c57></c57><c58></c58>
